,iou,detect
TCGA_HT_A5RC_19990831_15.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_16.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_17.tif,71.31642512077295,Detect
TCGA_HT_A5RC_19990831_18.tif,71.45969498910677,Detect
TCGA_HT_A5RC_19990831_19.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_2.tif,100,All_TN
TCGA_HT_A5RC_19990831_20.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_21.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_22.tif,0.0,NoMis_detect
TCGA_HT_A5RC_19990831_23.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_24.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_25.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_26.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_27.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_28.tif,0.0,No_detect
TCGA_HT_A5RC_19990831_29.tif,68.22033898305084,Detect
TCGA_HT_A5RC_19990831_3.tif,100,All_TN
TCGA_HT_A5RC_19990831_30.tif,100,All_TN
TCGA_HT_A5RC_19990831_31.tif,100,All_TN
TCGA_HT_A5RC_19990831_32.tif,100,All_TN
TCGA_HT_A5RC_19990831_4.tif,100,All_TN
TCGA_HT_A5RC_19990831_5.tif,100,All_TN
TCGA_HT_A5RC_19990831_6.tif,100,All_TN
TCGA_HT_A5RC_19990831_7.tif,100,All_TN
TCGA_HT_A5RC_19990831_8.tif,100,All_TN
TCGA_HT_A5RC_19990831_9.tif,100,All_TN
TCGA_HT_A616_19991226_1.tif,100,All_TN
TCGA_HT_A616_19991226_10.tif,100,All_TN
TCGA_HT_A616_19991226_11.tif,100,All_TN
TCGA_HT_A616_19991226_12.tif,0.0,No_detect
TCGA_HT_A616_19991226_13.tif,69.83944954128441,Detect
TCGA_HT_A616_19991226_14.tif,68.85017421602787,Detect
TCGA_HT_A616_19991226_15.tif,71.37232845894263,Detect
TCGA_HT_A616_19991226_16.tif,87.53129694541812,Detect
TCGA_HT_A616_19991226_17.tif,88.72691933916424,Detect
TCGA_HT_A616_19991226_18.tif,87.93296089385476,Detect
TCGA_HT_A616_19991226_19.tif,73.13432835820896,Detect
TCGA_HT_A616_19991226_2.tif,100,All_TN
TCGA_HT_A616_19991226_20.tif,76.08695652173914,Detect
TCGA_HT_A616_19991226_21.tif,57.21925133689839,Detect
TCGA_HT_A616_19991226_22.tif,0.0,No_detect
TCGA_HT_A616_19991226_23.tif,100,All_TN
TCGA_HT_A616_19991226_24.tif,100,All_TN
TCGA_HT_A616_19991226_25.tif,100,All_TN
TCGA_HT_A616_19991226_26.tif,100,All_TN
TCGA_HT_A616_19991226_27.tif,100,All_TN
TCGA_HT_A616_19991226_28.tif,100,All_TN
TCGA_HT_A616_19991226_3.tif,100,All_TN
TCGA_HT_A616_19991226_4.tif,100,All_TN
TCGA_HT_A616_19991226_5.tif,100,All_TN
TCGA_HT_A616_19991226_6.tif,100,All_TN
TCGA_HT_A616_19991226_7.tif,100,All_TN
TCGA_HT_A616_19991226_8.tif,100,All_TN
TCGA_HT_A616_19991226_9.tif,100,All_TN
TCGA_HT_A61A_20000127_1.tif,100,All_TN
TCGA_HT_A61A_20000127_10.tif,100,All_TN
TCGA_HT_A61A_20000127_11.tif,100,All_TN
TCGA_HT_A61A_20000127_12.tif,100,All_TN
TCGA_HT_A61A_20000127_13.tif,100,All_TN
TCGA_HT_A61A_20000127_14.tif,100,All_TN
TCGA_HT_A61A_20000127_15.tif,100,All_TN
TCGA_HT_A61A_20000127_16.tif,100,All_TN
TCGA_HT_A61A_20000127_17.tif,100,All_TN
TCGA_HT_A61A_20000127_18.tif,100,All_TN
TCGA_HT_A61A_20000127_19.tif,100,All_TN
TCGA_HT_A61A_20000127_2.tif,100,All_TN
TCGA_HT_A61A_20000127_20.tif,100,All_TN
TCGA_HT_A61A_20000127_21.tif,100,All_TN
TCGA_HT_A61A_20000127_22.tif,5.6521739130434785,Detect
TCGA_HT_A61A_20000127_23.tif,14.096916299559473,Detect
TCGA_HT_A61A_20000127_24.tif,35.06172839506173,Detect
TCGA_HT_A61A_20000127_25.tif,53.433208489388264,Detect
TCGA_HT_A61A_20000127_26.tif,67.46231155778895,Detect
TCGA_HT_A61A_20000127_27.tif,78.82775119617224,Detect
TCGA_HT_A61A_20000127_28.tif,55.669050051072524,Detect
TCGA_HT_A61A_20000127_29.tif,46.81238615664845,Detect
TCGA_HT_A61A_20000127_3.tif,100,All_TN
TCGA_HT_A61A_20000127_30.tif,63.39541547277937,Detect
TCGA_HT_A61A_20000127_31.tif,69.69014084507043,Detect
TCGA_HT_A61A_20000127_32.tif,79.83357807146353,Detect
TCGA_HT_A61A_20000127_33.tif,79.68682035667682,Detect
TCGA_HT_A61A_20000127_34.tif,61.71971889210418,Detect
TCGA_HT_A61A_20000127_35.tif,80.38800705467372,Detect
TCGA_HT_A61A_20000127_36.tif,80.04362050163577,Detect
TCGA_HT_A61A_20000127_37.tif,85.82649053909319,Detect
TCGA_HT_A61A_20000127_38.tif,80.76131687242798,Detect
TCGA_HT_A61A_20000127_39.tif,73.8255033557047,Detect
TCGA_HT_A61A_20000127_4.tif,100,All_TN
TCGA_HT_A61A_20000127_40.tif,77.99043062200957,Detect
TCGA_HT_A61A_20000127_41.tif,82.1716801173881,Detect
TCGA_HT_A61A_20000127_42.tif,61.52677554120775,Detect
TCGA_HT_A61A_20000127_43.tif,84.99641062455133,Detect
TCGA_HT_A61A_20000127_44.tif,83.18181818181817,Detect
TCGA_HT_A61A_20000127_45.tif,85.44617563739378,Detect
TCGA_HT_A61A_20000127_46.tif,82.62370540851553,Detect
TCGA_HT_A61A_20000127_47.tif,78.25020441537204,Detect
TCGA_HT_A61A_20000127_48.tif,84.28874734607218,Detect
TCGA_HT_A61A_20000127_49.tif,0.0,No_detect
TCGA_HT_A61A_20000127_5.tif,100,All_TN
TCGA_HT_A61A_20000127_50.tif,80.23733455043359,Detect
TCGA_HT_A61A_20000127_51.tif,79.32535364526659,Detect
TCGA_HT_A61A_20000127_52.tif,78.5128805620609,Detect
TCGA_HT_A61A_20000127_53.tif,87.01298701298701,Detect
TCGA_HT_A61A_20000127_54.tif,86.96947133283693,Detect
TCGA_HT_A61A_20000127_55.tif,81.34135855546002,Detect
TCGA_HT_A61A_20000127_56.tif,64.9624060150376,Detect
TCGA_HT_A61A_20000127_57.tif,0.0,No_detect
TCGA_HT_A61A_20000127_58.tif,0.0,No_detect
TCGA_HT_A61A_20000127_59.tif,100,All_TN
TCGA_HT_A61A_20000127_6.tif,100,All_TN
TCGA_HT_A61A_20000127_60.tif,100,All_TN
TCGA_HT_A61A_20000127_61.tif,100,All_TN
TCGA_HT_A61A_20000127_62.tif,100,All_TN
TCGA_HT_A61A_20000127_63.tif,100,All_TN
TCGA_HT_A61A_20000127_64.tif,100,All_TN
TCGA_HT_A61A_20000127_65.tif,100,All_TN
TCGA_HT_A61A_20000127_66.tif,100,All_TN
TCGA_HT_A61A_20000127_67.tif,100,All_TN
TCGA_HT_A61A_20000127_68.tif,100,All_TN
TCGA_HT_A61A_20000127_69.tif,100,All_TN
TCGA_HT_A61A_20000127_7.tif,100,All_TN
TCGA_HT_A61A_20000127_70.tif,100,All_TN
TCGA_HT_A61A_20000127_71.tif,100,All_TN
TCGA_HT_A61A_20000127_72.tif,100,All_TN
TCGA_HT_A61A_20000127_73.tif,100,All_TN
TCGA_HT_A61A_20000127_74.tif,100,All_TN
TCGA_HT_A61A_20000127_75.tif,0.0,Mis_detect
TCGA_HT_A61A_20000127_76.tif,100,All_TN
TCGA_HT_A61A_20000127_77.tif,100,All_TN
TCGA_HT_A61A_20000127_78.tif,100,All_TN
TCGA_HT_A61A_20000127_79.tif,100,All_TN
TCGA_HT_A61A_20000127_8.tif,100,All_TN
TCGA_HT_A61A_20000127_80.tif,100,All_TN
TCGA_HT_A61A_20000127_81.tif,100,All_TN
TCGA_HT_A61A_20000127_82.tif,100,All_TN
TCGA_HT_A61A_20000127_83.tif,100,All_TN
TCGA_HT_A61A_20000127_84.tif,100,All_TN
TCGA_HT_A61A_20000127_85.tif,100,All_TN
TCGA_HT_A61A_20000127_86.tif,100,All_TN
